0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,4,4,5,5,6,6,6,6,6,6,7,8,13,14,15,17,17,17,17,17,23,24,28,29,30,31,34,37,41,41,44,45,45,46,50,51,54,55
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,3,3,3,3,4,4,4,4,4,5,5,6,7,7,7,7,7,9,10,10,10,11,12,12,13,14,16,16,21,22,22,23,24,24,24,25,25,28,30
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,4,7,8,8,10,11,11,11,11,11,11,11,14,20,23,23,23,28,28,31,31,31,35,39,45,46,46,50,74,75,80,87,96,97,106,109,118,120,124,134,148,156,165,167,174,197,200,208,213,234,242,242,269,278,278,283,296
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,3,3,4,4,4,6,8,11,11,13,14,15,16,20,24,24,24,24,24,24,26,29,37,39,39,40,41,41,42,49,50,52,52,53,53,56,57,66,68,70,82,83,92,93,97
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,3,3,3,3,3,3,3,3,3,4,4,6,6,6,7,7,7,8,10,11,13,14,16,17,17,17,18,18,18,20,23,24,25,26,26,28,29,30,32,32,33,36,38,39,39,40
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,2,3,4,5,5,5,7,13,18,19,19,20,24,25,26,26,31,39,40,42,53,61,65,68,68,78,83,84,86,88,99,105,105,111,117,128,149,151,188,198,198,210,235
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,5,5,5,5,5,5,8,10,12,13,14,15,15,15,18,21,22,25,26,27,27,28,28,29,31,33,34,41
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,4,4,5,5,8,9,9,9,9,9,9,10,10,10,10,10,11,12,13,13,17,17,17,17,17,20,21,21,21,25,25,27,28,31
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,5,5,5,6,6,7,7,8,8,13,14,15,15,16,16,16,16,16,17
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,4,4,7,7,8,8,8,12,14,15,16,16,20,22,25
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,2,2,2,2,3,3,3,3,4,4,4,4,4,5,6,6,6,6,7,9,12,12,12,12,15,16,16,21,21,25,26,26,27,27,28,30,31,33,33,35,35,35
