6.000000000000000000e+00,5.934718132019042969e+00
3.000000000000000000e+00,2.873398065567016602e+00
1.000000000000000000e+00,1.749536395072937012e+00
3.000000000000000000e+00,2.726950407028198242e+00
4.000000000000000000e+00,3.817085266113281250e+00
5.000000000000000000e+00,4.873769283294677734e+00
6.000000000000000000e+00,5.738222122192382812e+00
5.000000000000000000e+00,5.291565418243408203e+00
7.000000000000000000e+00,6.729475021362304688e+00
7.000000000000000000e+00,6.735821247100830078e+00
6.000000000000000000e+00,5.331911563873291016e+00
2.000000000000000000e+00,2.841312646865844727e+00
5.000000000000000000e+00,4.540295124053955078e+00
6.000000000000000000e+00,5.268703937530517578e+00
3.000000000000000000e+00,3.354128837585449219e+00
3.000000000000000000e+00,3.323473691940307617e+00
5.000000000000000000e+00,4.847309589385986328e+00
8.000000000000000000e+00,6.982752799987792969e+00
4.000000000000000000e+00,4.428894042968750000e+00
5.000000000000000000e+00,4.728132247924804688e+00
4.000000000000000000e+00,3.925571203231811523e+00
3.000000000000000000e+00,3.155171394348144531e+00
3.000000000000000000e+00,3.030853986740112305e+00
3.000000000000000000e+00,3.005168914794921875e+00
3.000000000000000000e+00,2.995177745819091797e+00
3.000000000000000000e+00,2.971061944961547852e+00
3.000000000000000000e+00,2.865247488021850586e+00
2.000000000000000000e+00,2.448040246963500977e+00
4.000000000000000000e+00,3.509387493133544922e+00
3.000000000000000000e+00,3.319722414016723633e+00
6.000000000000000000e+00,4.520591259002685547e+00
1.000000000000000000e+00,2.134699583053588867e+00
7.000000000000000000e+00,5.430945396423339844e+00
6.000000000000000000e+00,5.299417018890380859e+00
3.000000000000000000e+00,3.072385311126708984e+00
2.000000000000000000e+00,2.279410123825073242e+00
2.000000000000000000e+00,2.329156398773193359e+00
4.000000000000000000e+00,3.588473796844482422e+00
5.000000000000000000e+00,4.120482921600341797e+00
2.000000000000000000e+00,2.379875659942626953e+00
2.000000000000000000e+00,2.282740116119384766e+00
3.000000000000000000e+00,3.011231899261474609e+00
5.000000000000000000e+00,4.497009277343750000e+00
5.000000000000000000e+00,4.453747749328613281e+00
3.000000000000000000e+00,2.862704753875732422e+00
1.000000000000000000e+00,1.915415287017822266e+00
6.000000000000000000e+00,4.609781742095947266e+00
6.000000000000000000e+00,4.687792778015136719e+00
1.000000000000000000e+00,2.042233467102050781e+00
5.000000000000000000e+00,3.911444902420043945e+00
3.000000000000000000e+00,3.334111213684082031e+00
4.000000000000000000e+00,4.098192691802978516e+00
7.000000000000000000e+00,6.092360019683837891e+00
4.000000000000000000e+00,4.286877632141113281e+00
4.000000000000000000e+00,4.246644973754882812e+00
6.000000000000000000e+00,5.566998958587646484e+00
5.000000000000000000e+00,4.962286472320556641e+00
4.000000000000000000e+00,4.328442096710205078e+00
6.000000000000000000e+00,5.414771556854248047e+00
4.000000000000000000e+00,4.057782649993896484e+00
5.000000000000000000e+00,3.401823282241821289e+00
1.000000000000000000e+00,1.232574462890625000e+00
0.000000000000000000e+00,8.771929740905761719e-01
3.000000000000000000e+00,2.133925199508666992e+00
6.000000000000000000e+00,4.922713279724121094e+00
7.000000000000000000e+00,6.388551712036132812e+00
5.000000000000000000e+00,4.862630844116210938e+00
3.000000000000000000e+00,3.533069610595703125e+00
7.000000000000000000e+00,4.771903038024902344e+00
1.000000000000000000e+00,1.658347249031066895e+00
1.000000000000000000e+00,1.668140172958374023e+00
7.000000000000000000e+00,5.117969036102294922e+00
7.000000000000000000e+00,6.287331104278564453e+00
5.000000000000000000e+00,4.235493659973144531e+00
1.000000000000000000e+00,2.025890827178955078e+00
5.000000000000000000e+00,4.085968971252441406e+00
5.000000000000000000e+00,4.553941249847412109e+00
3.000000000000000000e+00,3.419855594635009766e+00
4.000000000000000000e+00,4.124902248382568359e+00
7.000000000000000000e+00,6.165227890014648438e+00
4.000000000000000000e+00,4.600450992584228516e+00
8.000000000000000000e+00,7.042253494262695312e+00
5.000000000000000000e+00,4.934372901916503906e+00
3.000000000000000000e+00,3.615067720413208008e+00
6.000000000000000000e+00,5.542008399963378906e+00
6.000000000000000000e+00,5.991611957550048828e+00
7.000000000000000000e+00,6.460365772247314453e+00
4.000000000000000000e+00,4.420280456542968750e+00
5.000000000000000000e+00,4.935590744018554688e+00
5.000000000000000000e+00,5.207790851593017578e+00
9.000000000000000000e+00,7.065639972686767578e+00
2.000000000000000000e+00,2.741528749465942383e+00
3.000000000000000000e+00,3.149507045745849609e+00
5.000000000000000000e+00,4.488733291625976562e+00
4.000000000000000000e+00,4.133597850799560547e+00
5.000000000000000000e+00,4.371202468872070312e+00
3.000000000000000000e+00,2.781873226165771484e+00
1.000000000000000000e+00,1.758829355239868164e+00
4.000000000000000000e+00,2.888503789901733398e+00
1.000000000000000000e+00,1.965988397598266602e+00
8.000000000000000000e+00,5.562973022460937500e+00
3.000000000000000000e+00,3.460686683654785156e+00
4.000000000000000000e+00,3.773157835006713867e+00
3.000000000000000000e+00,3.320053100585937500e+00
4.000000000000000000e+00,4.149377822875976562e+00
8.000000000000000000e+00,6.907508373260498047e+00
5.000000000000000000e+00,4.838397502899169922e+00
3.000000000000000000e+00,3.311258316040039062e+00
3.000000000000000000e+00,3.296957015991210938e+00
5.000000000000000000e+00,4.661135673522949219e+00
5.000000000000000000e+00,5.038037300109863281e+00
6.000000000000000000e+00,5.718206882476806641e+00
5.000000000000000000e+00,4.986039161682128906e+00
4.000000000000000000e+00,4.366621494293212891e+00
6.000000000000000000e+00,5.763356685638427734e+00
7.000000000000000000e+00,6.287331104278564453e+00
4.000000000000000000e+00,3.876269578933715820e+00
2.000000000000000000e+00,2.571884155273437500e+00
4.000000000000000000e+00,3.363605737686157227e+00
2.000000000000000000e+00,2.531902074813842773e+00
4.000000000000000000e+00,3.539447069168090820e+00
3.000000000000000000e+00,3.331001520156860352e+00
5.000000000000000000e+00,4.576659202575683594e+00
4.000000000000000000e+00,4.360718727111816406e+00
8.000000000000000000e+00,6.352836608886718750e+00
2.000000000000000000e+00,2.900736808776855469e+00
5.000000000000000000e+00,4.513857364654541016e+00
5.000000000000000000e+00,4.852484703063964844e+00
7.000000000000000000e+00,4.525091648101806641e+00
1.000000000000000000e+00,1.277334928512573242e+00
0.000000000000000000e+00,8.868393301963806152e-01
3.000000000000000000e+00,2.116894960403442383e+00
5.000000000000000000e+00,4.267850399017333984e+00
8.000000000000000000e+00,5.959120273590087891e+00
1.000000000000000000e+00,2.253114938735961914e+00
8.000000000000000000e+00,6.109481811523437500e+00
6.000000000000000000e+00,5.182421207427978516e+00
2.000000000000000000e+00,2.631786823272705078e+00
3.000000000000000000e+00,3.058945894241333008e+00
4.000000000000000000e+00,3.928038358688354492e+00
6.000000000000000000e+00,4.985541820526123047e+00
2.000000000000000000e+00,2.856898069381713867e+00
6.000000000000000000e+00,5.011777877807617188e+00
4.000000000000000000e+00,4.061408519744873047e+00
4.000000000000000000e+00,3.600100755691528320e+00
2.000000000000000000e+00,2.378743648529052734e+00
2.000000000000000000e+00,2.476534843444824219e+00
6.000000000000000000e+00,5.134524345397949219e+00
7.000000000000000000e+00,6.481301307678222656e+00
5.000000000000000000e+00,5.159426212310791016e+00
5.000000000000000000e+00,4.939003467559814453e+00
4.000000000000000000e+00,4.474472999572753906e+00
8.000000000000000000e+00,7.220737934112548828e+00
6.000000000000000000e+00,6.197322845458984375e+00
7.000000000000000000e+00,6.562971591949462891e+00
4.000000000000000000e+00,4.762131690979003906e+00
1.100000000000000000e+01,9.297136306762695312e+00
5.000000000000000000e+00,5.310674667358398438e+00
5.000000000000000000e+00,4.750142574310302734e+00
3.000000000000000000e+00,3.504345417022705078e+00
5.000000000000000000e+00,4.623208522796630859e+00
5.000000000000000000e+00,4.372540473937988281e+00
2.000000000000000000e+00,2.599968910217285156e+00
3.000000000000000000e+00,3.227889060974121094e+00
8.000000000000000000e+00,6.084575653076171875e+00
3.000000000000000000e+00,2.996254682540893555e+00
2.000000000000000000e+00,1.982592821121215820e+00
1.000000000000000000e+00,1.462394475936889648e+00
2.000000000000000000e+00,1.828019857406616211e+00
2.000000000000000000e+00,1.982789397239685059e+00
2.000000000000000000e+00,2.126166820526123047e+00
3.000000000000000000e+00,2.652590274810791016e+00
2.000000000000000000e+00,2.411730766296386719e+00
4.000000000000000000e+00,3.551514625549316406e+00
4.000000000000000000e+00,3.639539957046508789e+00
2.000000000000000000e+00,2.724944114685058594e+00
6.000000000000000000e+00,5.177323341369628906e+00
6.000000000000000000e+00,5.611672401428222656e+00
4.000000000000000000e+00,4.301260471343994141e+00
5.000000000000000000e+00,4.614248752593994141e+00
3.000000000000000000e+00,3.514444351196289062e+00
5.000000000000000000e+00,4.855311870574951172e+00
7.000000000000000000e+00,6.362537384033203125e+00
5.000000000000000000e+00,4.794553279876708984e+00
3.000000000000000000e+00,3.302618980407714844e+00
3.000000000000000000e+00,3.274394273757934570e+00
5.000000000000000000e+00,4.460104465484619141e+00
4.000000000000000000e+00,3.786587953567504883e+00
3.000000000000000000e+00,2.775233745574951172e+00
1.000000000000000000e+00,1.860326647758483887e+00
5.000000000000000000e+00,3.963535547256469727e+00
5.000000000000000000e+00,4.375027179718017578e+00
2.000000000000000000e+00,2.875959873199462891e+00
8.000000000000000000e+00,6.162568569183349609e+00
3.000000000000000000e+00,3.636231422424316406e+00
5.000000000000000000e+00,4.699910640716552734e+00
5.000000000000000000e+00,4.664831638336181641e+00
3.000000000000000000e+00,3.474031686782836914e+00
5.000000000000000000e+00,4.446618556976318359e+00
3.000000000000000000e+00,3.491620063781738281e+00
5.000000000000000000e+00,4.828118801116943359e+00
7.000000000000000000e+00,6.119202136993408203e+00
3.000000000000000000e+00,3.793339014053344727e+00
7.000000000000000000e+00,6.464960098266601562e+00
9.000000000000000000e+00,7.780889987945556641e+00
3.000000000000000000e+00,3.860705852508544922e+00
7.000000000000000000e+00,6.003481864929199219e+00
4.000000000000000000e+00,4.164757728576660156e+00
4.000000000000000000e+00,3.648569822311401367e+00
2.000000000000000000e+00,2.472860336303710938e+00
3.000000000000000000e+00,2.911462545394897461e+00
3.000000000000000000e+00,3.195500850677490234e+00
5.000000000000000000e+00,4.520182609558105469e+00
4.000000000000000000e+00,4.243761539459228516e+00
5.000000000000000000e+00,5.191030025482177734e+00
1.000000000000000000e+01,8.861320495605468750e+00
6.000000000000000000e+00,6.188501834869384766e+00
6.000000000000000000e+00,5.559261798858642578e+00
3.000000000000000000e+00,3.603993177413940430e+00
5.000000000000000000e+00,4.819741725921630859e+00
6.000000000000000000e+00,5.717226028442382812e+00
5.000000000000000000e+00,5.213764190673828125e+00
6.000000000000000000e+00,5.962317943572998047e+00
8.000000000000000000e+00,6.668889522552490234e+00
2.000000000000000000e+00,3.014136314392089844e+00
7.000000000000000000e+00,5.645252227783203125e+00
4.000000000000000000e+00,3.809669017791748047e+00
2.000000000000000000e+00,2.513826131820678711e+00
3.000000000000000000e+00,3.042102813720703125e+00
5.000000000000000000e+00,4.068017482757568359e+00
2.000000000000000000e+00,2.551085472106933594e+00
3.000000000000000000e+00,3.104240417480468750e+00
5.000000000000000000e+00,4.572682857513427734e+00
5.000000000000000000e+00,4.790878295898437500e+00
5.000000000000000000e+00,4.125582695007324219e+00
1.000000000000000000e+00,2.049306392669677734e+00
6.000000000000000000e+00,4.513857364654541016e+00
3.000000000000000000e+00,3.517287492752075195e+00
6.000000000000000000e+00,4.999249935150146484e+00
3.000000000000000000e+00,3.165057659149169922e+00
3.000000000000000000e+00,2.633380651473999023e+00
1.000000000000000000e+00,1.716090083122253418e+00
3.000000000000000000e+00,2.714146137237548828e+00
4.000000000000000000e+00,3.854158639907836914e+00
6.000000000000000000e+00,5.309546470642089844e+00
4.000000000000000000e+00,4.044652938842773438e+00
3.000000000000000000e+00,3.388566970825195312e+00
5.000000000000000000e+00,4.380009651184082031e+00
3.000000000000000000e+00,3.299458980560302734e+00
3.000000000000000000e+00,3.483349561691284180e+00
9.000000000000000000e+00,7.557436466217041016e+00
7.000000000000000000e+00,5.935422420501708984e+00
2.000000000000000000e+00,2.604234457015991211e+00
3.000000000000000000e+00,2.721236467361450195e+00
2.000000000000000000e+00,2.205412149429321289e+00
2.000000000000000000e+00,2.240946531295776367e+00
4.000000000000000000e+00,3.016409158706665039e+00
1.000000000000000000e+00,1.841993808746337891e+00
4.000000000000000000e+00,3.365417003631591797e+00
4.000000000000000000e+00,4.167882442474365234e+00
8.000000000000000000e+00,7.019514083862304688e+00
6.000000000000000000e+00,5.414771556854248047e+00
2.000000000000000000e+00,2.985074520111083984e+00
8.000000000000000000e+00,6.438321113586425781e+00
4.000000000000000000e+00,4.582531452178955078e+00
7.000000000000000000e+00,6.494771480560302734e+00
7.000000000000000000e+00,5.968723773956298828e+00
2.000000000000000000e+00,2.825896501541137695e+00
5.000000000000000000e+00,4.033233642578125000e+00
2.000000000000000000e+00,2.619584083557128906e+00
4.000000000000000000e+00,3.583972454071044922e+00
3.000000000000000000e+00,3.420323610305786133e+00
7.000000000000000000e+00,5.468664646148681641e+00
2.000000000000000000e+00,2.830295562744140625e+00
6.000000000000000000e+00,4.339712619781494141e+00
1.000000000000000000e+00,2.040400028228759766e+00
5.000000000000000000e+00,4.168924808502197266e+00
6.000000000000000000e+00,5.291285037994384766e+00
3.000000000000000000e+00,3.676335334777832031e+00
8.000000000000000000e+00,5.845560073852539062e+00
2.000000000000000000e+00,2.279358148574829102e+00
1.000000000000000000e+00,1.712944746017456055e+00
4.000000000000000000e+00,3.198464632034301758e+00
3.000000000000000000e+00,3.423016309738159180e+00
8.000000000000000000e+00,6.755843639373779297e+00
6.000000000000000000e+00,5.316886425018310547e+00
2.000000000000000000e+00,2.803869247436523438e+00
5.000000000000000000e+00,4.192696094512939453e+00
3.000000000000000000e+00,3.195602893829345703e+00
3.000000000000000000e+00,3.066262006759643555e+00
4.000000000000000000e+00,3.147227287292480469e+00
